,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
228,Ek Vote,PRODUCTIVITY,5.0,43,6.2,500+,Free,0.0,Everyone,Productivity,"November 7, 2017",1.1,4.0.3 and up
229,Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9,"500,000+",Free,0.0,Everyone,House & Home,"March 2, 2016",2.6.0.287,4.0 and up
230,"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28.0,"1,000,000+",Free,0.0,Teen,Health & Fitness,"August 4, 2018",2.9.18,4.1 and up
231,Verdad o Reto,SOCIAL,3.8,826,5.1,"500,000+",Free,0.0,Teen,Social,"May 10, 2018",2.0,4.1 and up
232,Pizza Hut,FOOD_AND_DRINK,4.4,321134,30.0,"10,000,000+",Free,0.0,Everyone,Food & Drink,"June 12, 2018",4.7.0,4.1 and up
234,Candy Crush Saga,GAME,4.4,22426677,74.0,"500,000,000+",Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up
235,Bullshite!,GAME,2.8,48,13.0,"10,000+",Free,0.0,Teen,Card,"April 10, 2016",1.0.1,4.1 and up
236,Elmo Calls by Sesame Street,FAMILY,3.9,6903,25.0,"1,000,000+",Free,0.0,Everyone,Educational;Pretend Play,"January 31, 2018",2.0.7,2.3 and up
237,EB Events,TRAVEL_AND_LOCAL,3.3,97,16.0,"10,000+",Free,0.0,Everyone,Travel & Local,"January 27, 2016",1.6,4.0 and up
238,STARDOM: THE A-LIST,GAME,4.5,152658,29.0,"1,000,000+",Free,0.0,Teen,Adventure,"September 12, 2014",2.1.8,2.1 and up
240,[ROOT] X Privacy Installer,TOOLS,4.2,12147,0.115234375,"1,000,000+",Free,0.0,Everyone,Tools,"January 25, 2015",1.18,4.0.3 and up
242,One Night at Golden Freddy's,GAME,3.3,2717,4.0,"100,000+",Free,0.0,Teen,Action,"December 7, 2017",0.1,2.3 and up
245,DM Storage (for twitter),SOCIAL,3.2,6,0.447265625,100+,Free,0.0,Everyone,Social,"November 26, 2014",1.0,4.1 and up
246,Ap Video Downloader for fb New 2018,TOOLS,4.2,676,5.4,"100,000+",Free,0.0,Everyone,Tools,"July 31, 2018",3.0.188,4.0.3 and up
247,Numbers Into Words,PRODUCTIVITY,4.4,457,0.548828125,"50,000+",Free,0.0,Everyone,Productivity,"May 6, 2014",1.2,2.1 and up
249,EU Data Protection,BOOKS_AND_REFERENCE,3.5,29,17.0,"1,000+",Free,0.0,Everyone,Books & Reference,"July 15, 2016",2.0,4.0.3 and up
251,"Egg, Inc.",FAMILY,4.7,580160,29.0,"5,000,000+",Free,0.0,Everyone,Simulation,"June 13, 2018",1.7.5,4.0.3 and up
252,Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507,6.6,"1,000,000+",Free,0.0,Everyone,Productivity,"August 31, 2017",13.4,4.0 and up
253,N-Back,FAMILY,4.1,413,0.908203125,"10,000+",Free,0.0,Everyone,Puzzle,"February 15, 2016",1.6,2.1 and up
255,DT Simple Interval Timer,SPORTS,4.1,10,1.5,"1,000+",Free,0.0,Everyone,Sports,"February 17, 2014",1.01,2.1 and up
257,FOX,ENTERTAINMENT,3.7,197774,44.0,"10,000,000+",Free,0.0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up
261,Microsoft Edge,COMMUNICATION,4.3,27187,66.0,"5,000,000+",Free,0.0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 and up
263,Tsuro - The Game of the Path,FAMILY,4.7,2195,37.0,"10,000+",Paid,2.99,Everyone,Board;Brain Games,"August 2, 2016",1.3.3,2.3 and up
264,EF Smart English,FAMILY,3.7,150,11.0,"5,000+",Free,0.0,Everyone,Education,"June 11, 2018",1.6.0,4.4 and up
265,Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56.0,"500,000+",Free,0.0,Everyone,Education;Education,"June 2, 2018",5.3.11,5.0 and up
266,MLP Colouring Adventures,FAMILY,3.8,7379,61.0,"1,000,000+",Free,0.0,Everyone,Entertainment,"March 28, 2017",1.0,4.4 and up
267,MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4,"50,000+",Free,0.0,Teen,Health & Fitness,"August 23, 2017",4.6.2,4.0.3 and up
268,BombSquad Remote,GAME,4.1,13304,1.3,"1,000,000+",Free,0.0,Everyone,Arcade,"November 30, 2016",1.2.21,4.0 and up
269,Looper!,GAME,4.6,48256,62.0,"1,000,000+",Free,0.0,Everyone,Puzzle,"July 20, 2018",1.2.0,4.1 and up
272,Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9,"10,000,000+",Free,0.0,Everyone,Tools,"June 26, 2018",6.1.7.5,4.2 and up
273,Guide for CS:GO,FAMILY,4.4,16459,88.0,"500,000+",Free,0.0,Everyone,Entertainment,"July 15, 2017",3.2.0,2.3 and up
276,Asphalt 8: Airborne,GAME,4.5,8389714,92.0,"100,000,000+",Free,0.0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up
277,ROBLOX,GAME,4.5,4447388,67.0,"100,000,000+",Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
278,New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079,93.0,"5,000,000+",Free,0.0,Everyone,Board,"July 5, 2018",5.6.5,4.1 and up
280,Tickets + PDA 2018 Exam,AUTO_AND_VEHICLES,4.9,197136,38.0,"1,000,000+",Free,0.0,Everyone,Auto & Vehicles,"July 15, 2018",8.31,4.1 and up
281,Real Madrid App,SPORTS,4.6,161423,73.0,"5,000,000+",Free,0.0,Everyone,Sports,"August 1, 2018",6.5.3,5.0 and up
282,How it works: AK-74N,FAMILY,4.4,1031,48.0,"100,000+",Free,0.0,Everyone,Entertainment,"January 9, 2018",2.1.9f0,4.0.3 and up
285,Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5.0,18,13.0,100+,Free,0.0,Everyone,Health & Fitness,"February 6, 2018",1.0.6,4.1 and up
286,"Phogy, 3D Camera",PHOTOGRAPHY,4.0,35725,9.9,"1,000,000+",Free,0.0,Everyone,Photography,"February 11, 2015",1.40,4.0 and up
287,Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,"100,000+",Free,0.0,Everyone,Education;Music & Video,"May 22, 2013",1.0,2.2 and up
289,High Blood Pressure Symptoms,MEDICAL,4.3,46,2.0,"10,000+",Free,0.0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up
290,My College Bookstore,SHOPPING,3.2,661,7.6,"100,000+",Free,0.0,Everyone,Shopping,"March 19, 2018",3.0.2,4.1 and up
291,"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26.0,"1,000,000+",Free,0.0,Everyone,Education;Education,"July 20, 2018",2.16.11.10,4.2 and up
292,Learn Java,EDUCATION,4.7,52743,5.4,"1,000,000+",Free,0.0,Everyone,Education,"December 25, 2017",3.5.2,4.0 and up
293,Defender,GAME,4.6,152395,14.0,"10,000,000+",Free,0.0,Everyone 10+,Action,"July 22, 2016",1.1.9,2.3 and up
295,CQ Mobile,FINANCE,2.7,36,18.0,"1,000+",Free,0.0,Everyone,Finance,"July 10, 2018",Varies with device,Varies with device
296,Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4.7,117925,7.0,"10,000,000+",Free,0.0,Everyone,Health & Fitness,"July 24, 2018",1.0.26,4.1 and up
297,Good room network fast rent,HOUSE_AND_HOME,3.7,2758,8.6,"500,000+",Free,0.0,Everyone,House & Home,"June 25, 2018",4.2.3,4.0 and up
299,FarmersOnly Dating,DATING,3.0,1145,1.4,"100,000+",Free,0.0,Mature 17+,Dating,"February 25, 2016",2.2,4.0 and up
300,TEKKEN™,GAME,4.2,147791,38.0,"5,000,000+",Free,0.0,Teen,Action,"July 26, 2018",1.3,5.0 and up
301,Bubble Shooter,GAME,4.5,148897,46.0,"10,000,000+",Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up
302,Qserve EU MDR First Aid,BUSINESS,3.0,2,17.0,100+,Free,0.0,Everyone,Business,"May 11, 2017",1.2.22,4.1 and up
303,Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22.0,"100,000+",Free,0.0,Everyone,Trivia,"February 14, 2018",1.3.0,4.1 and up
304,Litnet - E-books,BOOKS_AND_REFERENCE,4.6,7831,15.0,"100,000+",Free,0.0,Teen,Books & Reference,"July 4, 2018",1.2.3,4.0 and up
306,GearBest Online Shopping,SHOPPING,4.5,245104,35.0,"5,000,000+",Free,0.0,Everyone,Shopping,"August 1, 2018",3.6.0,4.0.3 and up
309,Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2,100+,Free,0.0,Everyone,Productivity,"November 4, 2017",1.2-Release,4.1 and up
310,EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,"10,000+",Paid,3.99,Everyone,Medical,"January 8, 2017",2.1,2.1 and up
311,Lep's World 2 🍀🍀,GAME,4.3,798522,57.0,"100,000,000+",Free,0.0,Everyone 10+,Arcade,"June 7, 2018",1.9.8.0,4.1 and up
312,School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,9.2,"100,000+",Free,0.0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up
313,Tropical Beach Live Wallpaper,PERSONALIZATION,4.0,11343,8.4,"1,000,000+",Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up
314,Driving Suv Toyota Car Simulator,FAMILY,3.7,187,54.0,"10,000+",Free,0.0,Everyone,Simulation,"November 12, 2017",1,4.0 and up
315,İşCep,FINANCE,4.5,381788,32.0,"10,000,000+",Free,0.0,Everyone,Finance,"August 2, 2018",3.22.0,4.1 and up
316,AJ Percent Off Calculator,SHOPPING,4.4,134,0.0439453125,"10,000+",Free,0.0,Everyone,Shopping,"June 4, 2013",1.2,2.2 and up
317,ClanHQ,COMMUNICATION,2.7,560,37.0,"10,000+",Free,0.0,Everyone,Communication,"July 25, 2018",1.0.21,4.4 and up
318,ET Telecom from Economic Times,NEWS_AND_MAGAZINES,4.7,273,6.3,"10,000+",Free,0.0,Everyone,News & Magazines,"August 7, 2018",2.9.0,4.1 and up
319,Ouedkniss,SHOPPING,4.3,10355,0.8271484375,"1,000,000+",Free,0.0,Teen,Shopping,"June 19, 2018",1.5.1,4.0 and up
320,Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,4.4,121,8.7,"10,000+",Free,0.0,Everyone,Books & Reference,"December 23, 2016",1.1.2,4.1 and up
321,ZenUI Safeguard,LIFESTYLE,4.5,100,7.1,"1,000,000+",Free,0.0,Everyone,Lifestyle,"May 9, 2018",1.0.0.21_180410,7.0 - 7.1.1
322,Learn R - Programming Concepts,FAMILY,3.5,6,2.9,"1,000+",Free,0.0,Everyone,Education,"April 25, 2017",1.0.1,4.0.3 and up
323,FC Barcelona Fantasy Manager: Real football mobile,SPORTS,4.4,15221,30.0,"1,000,000+",Free,0.0,Everyone,Sports,"October 2, 2017",7.30.005,4.0.3 and up
325,DS-L4 Viewer,PHOTOGRAPHY,3.5,13,7.9,"1,000+",Free,0.0,Everyone,Photography,"January 29, 2018",1.2.0.9,5.0 and up
326,Complete Spanish Movies,ENTERTAINMENT,4.0,11656,4.5,"1,000,000+",Free,0.0,Everyone,Entertainment,"January 20, 2018",1.02,4.0.3 and up
327,DZ Popup Video Player,VIDEO_PLAYERS,4.5,83,4.5,"5,000+",Free,0.0,Everyone,Video Players & Editors,"May 16, 2018",4.6,4.1 and up
328,Across Age DX,FAMILY,3.8,5964,48.0,"500,000+",Free,0.0,Teen,Role Playing,"January 9, 2015",1.1.0,2.2 and up
329,ES-IPTV,VIDEO_PLAYERS,4.0,944,11.0,"50,000+",Free,0.0,Everyone,Video Players & Editors,"October 15, 2017",4.2.1,4.1 and up
330,NBC Sports,SPORTS,3.1,78442,25.0,"5,000,000+",Free,0.0,Everyone,Sports,"June 22, 2018",5.12.4,4.1 and up
333,R-EU-READY,GAME,4.1,13,16.0,500+,Free,0.0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up
334,Reminder,EVENTS,4.5,7074,6.3,"500,000+",Free,0.0,Everyone,Events,"June 25, 2018",1.57,4.1 and up
335,Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17.0,"10,000+",Free,0.0,Everyone,Action,"August 23, 2017",1.0,2.3 and up
337,Moto Photo Editor,PHOTOGRAPHY,3.3,3492,17.0,"5,000,000+",Free,0.0,Everyone,Photography,"June 14, 2018",1.5.3.8,7.0 and up
338,"REG - Check the regnumber, find information about Swedish vehicles",AUTO_AND_VEHICLES,3.9,3971,3.6,"100,000+",Free,0.0,Everyone,Auto & Vehicles,"July 30, 2018",2.493,4.4 and up
340,Photo Editor by Aviary,PHOTOGRAPHY,4.4,1490732,21.0,"50,000,000+",Free,0.0,Everyone,Photography,"July 19, 2018",4.8.4,4.1 and up
342,Avaya CX,BUSINESS,4.4,21,21.0,"1,000+",Free,0.0,Everyone,Business,"July 25, 2018",v6.7.14,5.0 and up
345,Hay Day,FAMILY,4.5,10053186,94.0,"100,000,000+",Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up
346,BLACKJACK!,GAME,4.4,524467,33.0,"10,000,000+",Free,0.0,Teen,Casino,"July 7, 2016",1.126,2.3.3 and up
347,Garden Fruit Legend,FAMILY,4.6,4289,33.0,"500,000+",Free,0.0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up
348,Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,57.0,"100,000,000+",Free,0.0,Everyone,Entertainment,"July 3, 2018",3.5.2.2,4.1 and up
350,R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5,"100,000+",Free,0.0,Everyone,Libraries & Demo,"May 22, 2018",1.1,4.0.3 and up
351,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0,"100,000+",Free,0.0,Everyone,Health & Fitness,"January 29, 2018",10.2.0,4.0 and up
352,Helper for Clash Royale (All-in-1),FAMILY,4.3,6078,37.0,"500,000+",Free,0.0,Everyone,Entertainment,"November 10, 2017",2.0.0,4.1 and up
353,Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118,72.0,"50,000+",Free,0.0,Everyone,House & Home,"July 10, 2018",3.7.1,5.0 and up
354,Fodbold DK Pro,SPORTS,4.6,315,4.3,"1,000+",Paid,2.99,Everyone,Sports,"June 6, 2018",2.106.0,4.0 and up
355,Disney Magic Timer by Oral-B,FAMILY,3.9,31061,83.0,"1,000,000+",Free,0.0,Everyone,Health & Fitness;Action & Adventure,"June 16, 2018",4.0.6,4.2 and up
359,Quiz DC,GAME,1.4,33,3.1,"1,000+",Free,0.0,Everyone,Trivia,"December 25, 2017",1.10,4.1 and up
360,Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3.6,22875,22.0,"1,000,000+",Free,0.0,Everyone,Food & Drink,"July 27, 2018",4.2.6,5.0 and up
362,Ultimate Chest Tracker,PRODUCTIVITY,4.5,40328,23.0,"1,000,000+",Free,0.0,Everyone,Productivity,"October 17, 2016",1.9,2.3 and up
364,Love Dance,GAME,4.0,29462,44.0,"1,000,000+",Free,0.0,Teen,Music,"June 14, 2018",1.1.7,4.0 and up
365,Inside Out Thought Bubbles,FAMILY,4.4,623398,58.0,"10,000,000+",Free,0.0,Everyone,Puzzle;Brain Games,"August 31, 2017",1.22.0,4.0.3 and up
366,F-Secure Mobile Security,TOOLS,4.2,13096,9.2,"500,000+",Free,0.0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
367,Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50.0,"10,000,000+",Free,0.0,Everyone,Arcade,"July 20, 2018",2.11.2,4.0.3 and up
368,EC Reps,BUSINESS,4.0,1,5.4,100+,Free,0.0,Everyone,Business,"March 15, 2017",1.10,4.0 and up
369,CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,"10,000,000+",Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up
370,FlexBook,FAMILY,4.3,104,12.0,"10,000+",Free,0.0,Everyone,Education;Education,"May 21, 2018",1.0.6,4.1 and up
372,Typical EA Game,FAMILY,4.6,33,3.3,100+,Free,0.0,Everyone,Casual,"November 18, 2017",1.0,4.0 and up
373,Official Madhuban Murli,LIFESTYLE,4.9,301,25.0,"10,000+",Free,0.0,Everyone,Lifestyle,"July 21, 2018",1.1.2,4.4 and up
375,Mafia City,GAME,4.5,168717,56.0,"10,000,000+",Free,0.0,Mature 17+,Strategy,"August 3, 2018",1.3.205,2.3 and up
376,Barry EC,TOOLS,4.1,14,3.8,"1,000+",Free,0.0,Everyone,Tools,"December 18, 2017",1.278.0037,2.3.3 and up
377,Draw Color by Number - Sandbox Pixel Art,FAMILY,4.7,34279,24.0,"1,000,000+",Free,0.0,Everyone,Casual;Creativity,"August 2, 2018",1.2.3,4.4 and up
378,Armed Cam Gun Pack,GAME,4.2,1012,50.0,"10,000+",Free,0.0,Teen,Action,"January 18, 2015",1.0.2,3.0 and up
379,AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,"10,000,000+",Free,0.0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up
380,CA Case Management,BUSINESS,2.4,16,5.2,500+,Free,0.0,Everyone,Business,"May 4, 2016",1.0.1,4.0 and up
381,Adguard Content Blocker,TOOLS,4.1,14491,4.3,"1,000,000+",Free,0.0,Everyone,Tools,"February 26, 2018",2.1.2,Varies with device
382,Live DV,PHOTOGRAPHY,2.0,16,17.0,"1,000+",Free,0.0,Everyone,Photography,"May 9, 2018",1.0.6,4.4 and up
384,CL-Phlebotomist,MEDICAL,4.7,19,7.3,100+,Free,0.0,Everyone,Medical,"June 16, 2018",1.0.23,4.1 and up
387,Elite Commando Shooting War,GAME,4.5,14,45.0,100+,Free,0.0,Teen,Action,"June 29, 2018",1.0,4.0 and up
388,The Sims™ Mobile,FAMILY,4.5,559597,89.0,"10,000,000+",Free,0.0,Teen,Simulation,"July 26, 2018",11.1.1.179661,4.1 and up
389,camera zoom moon,PHOTOGRAPHY,3.7,1213,1.1,"500,000+",Free,0.0,Everyone,Photography,"January 23, 2018",1.06,2.3 and up
390,BN Pro LcdD HD Text,LIBRARIES_AND_DEMO,4.0,50,0.419921875,"5,000+",Free,0.0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
391,Black White Interracial Dating - Interracial Match,DATING,4.1,537,28.0,"100,000+",Free,0.0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up
395,CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7,"10,000+",Paid,2.99,Everyone,Business,"February 16, 2016",1.16.9,1.6 and up
397,Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20.0,"500,000+",Free,0.0,Everyone 10+,Arcade,"July 29, 2018",1.4,4.0.3 and up
398,MARVEL Strike Force,FAMILY,4.3,166312,91.0,"5,000,000+",Free,0.0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up
400,English for beginners,EDUCATION,4.6,9321,27.0,"1,000,000+",Free,0.0,Everyone,Education,"July 18, 2018",2.9.0,4.0 and up
401,Air conditioner remote control,TOOLS,3.4,29854,5.0,"1,000,000+",Free,0.0,Everyone,Tools,"July 19, 2017",5.0,2.3 and up
402,Channel 19,COMMUNICATION,3.7,916,12.0,"100,000+",Free,0.0,Mature 17+,Communication,"July 13, 2018",2.2.6,4.1 and up
404,Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100+,Free,0.0,Everyone,Social,"July 4, 2018",1.3.1-lite,5.0 and up
405,DG Users,PRODUCTIVITY,4.5,8,3.1,100+,Free,0.0,Everyone,Productivity,"June 7, 2018",1.2,4.0.3 and up
406,Pick Your Part Garage,AUTO_AND_VEHICLES,3.9,142,32.0,"50,000+",Free,0.0,Everyone,Auto & Vehicles,"July 24, 2018",1.1.5.0,6.0 and up
410,X-Wing Squadron Builder,FAMILY,4.6,5898,50.0,"100,000+",Free,0.0,Everyone,Entertainment,"August 1, 2017",3.3.8.03082017,1.6 and up
412,Tech CU Mobile Banking,FINANCE,4.5,853,27.0,"10,000+",Free,0.0,Everyone,Finance,"July 12, 2018",4.13.72,4.1 and up
413,Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,4.6,3234,85.0,"100,000+",Free,0.0,Everyone,Books & Reference,"December 26, 2017",1.7.22,4.1 and up
414,Baby Game Animal Jam Free,GAME,2.8,9,26.0,500+,Free,0.0,Everyone,Board,"March 24, 2017",1.0,2.3 and up
415,Employ Florida Mobile,BUSINESS,2.9,97,9.9,"10,000+",Free,0.0,Everyone,Business,"June 13, 2018",4.5.9,4.0.3 and up
416,Policy And FD Manager,FINANCE,4.3,20,4.8,500+,Free,0.0,Everyone,Finance,"June 9, 2018",14,4.4 and up
417,ER Doctor Kids Emergency Room,FAMILY,3.1,4798,30.0,"500,000+",Free,0.0,Teen,Casual,"June 13, 2018",1.9,4.0.3 and up
418,BH Mail,COMMUNICATION,3.4,7,6.0,"1,000+",Free,0.0,Everyone,Communication,"April 3, 2018",5.403,4.0.3 and up
419,Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45.0,"10,000,000+",Free,0.0,Everyone,Lifestyle,"August 2, 2018",16.7.1,4.4 and up
420,BC Highways - Road Conditions,TRAVEL_AND_LOCAL,4.4,382,12.0,"10,000+",Free,0.0,Everyone,Travel & Local,"February 1, 2018",2.1.3,5.0 and up
421,Eternal life,LIBRARIES_AND_DEMO,5.0,26,2.5,"1,000+",Free,0.0,Everyone,Libraries & Demo,"May 24, 2018",1.0,1.6 and up
422,058.ba,NEWS_AND_MAGAZINES,4.4,27,14.0,100+,Free,0.0,Everyone,News & Magazines,"July 6, 2018",1.0,4.2 and up
423,PhotoFrame for Synology DS,PHOTOGRAPHY,4.0,1,2.6,10+,Paid,4.99,Everyone,Photography,"February 2, 2017",1.5,4.0 and up
425,Big Hunter,GAME,4.3,245455,84.0,"10,000,000+",Free,0.0,Everyone 10+,Action,"May 31, 2018",2.8.6,4.0 and up
426,Surely You Quest - Magiswords,FAMILY,4.6,43314,83.0,"1,000,000+",Free,0.0,Everyone 10+,Role Playing;Action & Adventure,"June 20, 2017",1.0.2,4.1 and up
427,Castle Clash: Epic Empire ES,FAMILY,4.6,584070,24.0,"5,000,000+",Free,0.0,Everyone 10+,Strategy,"July 18, 2018",1.4.1,4.1 and up
428,VH1,ENTERTAINMENT,4.1,27424,17.0,"1,000,000+",Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
429,The first year of a baby's life,PARENTING,4.8,7505,9.1,"100,000+",Free,0.0,Everyone,Parenting,"January 7, 2017",1.1.27.477-free,2.3 and up
430,Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,4.4,7,17.0,500+,Free,0.0,Everyone,Travel & Local,"October 9, 2017",2.0.0,4.4W and up
431,CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5.0,24,3.2,"5,000+",Free,0.0,Everyone,Tools,"June 13, 2018",1.1.3,4.3 and up
432,Toy Attack,GAME,4.2,3878,69.0,"500,000+",Free,0.0,Everyone,Action,"April 4, 2018",1.9,4.0.3 and up
433,Asana: organize team projects,BUSINESS,4.3,20815,10.0,"1,000,000+",Free,0.0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up
436,"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15.0,"5,000,000+",Free,0.0,Everyone,Travel & Local,"July 26, 2018",4.38.176,4.4 and up
437,Orfox: Tor Browser for Android,COMMUNICATION,4.2,44233,31.0,"10,000,000+",Free,0.0,Everyone,Communication,"July 2, 2018",Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1,4.0.3 and up
438,Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25.0,"500,000+",Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up
439,English Grammar Test,FAMILY,4.6,104676,2.6,"5,000,000+",Free,0.0,Everyone,Education,"July 18, 2018",1.9.7,4.0 and up
440,Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,3.3,3,26.0,100+,Paid,9.99,Everyone,Maps & Navigation,"October 5, 2016",1.0.8,4.4 and up
441,Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,"500,000+",Free,0.0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up
442,iHoroscope - 2018 Daily Horoscope & Astrology,LIFESTYLE,4.5,398307,19.0,"10,000,000+",Free,0.0,Everyone,Lifestyle,"July 25, 2018",Varies with device,Varies with device
443,CD COMET,MAPS_AND_NAVIGATION,4.3,12,2.6,100+,Free,0.0,Everyone,Maps & Navigation,"August 4, 2018",4.0,4.1 and up
444,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122512,0.0771484375,"10,000,000+",Free,0.0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up
445,Jetting for Honda CR dirt bike,SPORTS,4.1,7,3.4,100+,Paid,3.49,Everyone,Sports,"April 13, 2016",2.2,3.0 and up
446,Z Champions,GAME,4.7,96028,59.0,"1,000,000+",Free,0.0,Teen,Arcade,"May 28, 2018",Varies with device,4.0 and up
447,A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19.0,"1,000,000+",Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
451,HTC Sense Input-AR,TOOLS,3.8,1420,2.7,"100,000+",Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up
452,Color Quartets,FAMILY,4.0,42,12.0,"1,000+",Free,0.0,Everyone,Casual,"November 15, 2016",1.46,4.0 and up
454,Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14.0,"5,000,000+",Free,0.0,Everyone,Communication,"August 1, 2018",4.0.8,4.2 and up
455,EY Oil & Gas,BUSINESS,4.6,20,15.0,"1,000+",Free,0.0,Everyone,Business,"October 12, 2017",1.4.36,4.0.3 and up
456,The List,NEWS_AND_MAGAZINES,3.5,66,12.0,"10,000+",Free,0.0,Everyone,News & Magazines,"June 1, 2017",6.11,4.1 and up
457,Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,"5,000,000+",Free,0.0,Teen,Personalization,"May 31, 2018",2.7.2,4.0 and up
458,Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,"1,000,000+",Free,0.0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
459,Will it Crush?,GAME,3.1,25825,16.0,"5,000,000+",Free,0.0,Everyone,Simulation,"May 22, 2018",1.3.3,4.4 and up
460,chat saudi arabia,DATING,4.1,11,11.0,"1,000+",Free,0.0,Mature 17+,Dating,"July 14, 2018",1.1,4.0 and up
461,Permit Test FL Florida DHSMV,FAMILY,4.7,246,11.0,"10,000+",Free,0.0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up
463,pixiv,SOCIAL,4.2,86956,24.0,"1,000,000+",Free,0.0,Mature 17+,Social,"August 3, 2018",5.0.109,4.4 and up
464,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76.0,"5,000,000+",Free,0.0,Everyone,Education;Education,"June 27, 2018",5.2.1,5.0 and up
465,Ice Crush 10.000 B.C.,FAMILY,4.4,31,4.2,100+,Paid,0.99,Everyone,Casual,"August 15, 2013",1.48,2.0 and up
